0.0000000	0.0000000	-0.2617994	-1.0471976	0.0000000	-0.2617994	0.0000000	0.9020990	0.0455000	0.1379510	-0.0000000	-0.0000000	0.0000000
0.0010000	0.0010703	-0.2633452	-1.0457746	0.0009183	-0.2606333	0.0001687	0.9020004	0.0464115	0.1382938	0.0008872	-0.0010432	0.0010024
0.0020000	0.0023876	-0.2651088	-1.0443987	0.0019199	-0.2591982	0.0000581	0.9018978	0.0474925	0.1387981	0.0018548	-0.0020910	0.0019537
0.0030000	0.0036252	-0.2667740	-1.0430092	0.0029355	-0.2579348	0.0000616	0.9017934	0.0485205	0.1392437	0.0028362	-0.0030791	0.0029380
0.0040000	0.0048137	-0.2684760	-1.0417481	0.0039657	-0.2565065	0.0001348	0.9016954	0.0495158	0.1397576	0.0038324	-0.0040672	0.0039424
0.0050000	0.0059310	-0.2702266	-1.0405012	0.0049864	-0.2549965	0.0002987	0.9015977	0.0504635	0.1403051	0.0048203	-0.0050736	0.0049719
0.0060000	0.0070812	-0.2718446	-1.0392619	0.0060141	-0.2536488	0.0004165	0.9014973	0.0514328	0.1407736	0.0058150	-0.0060429	0.0059886
0.0070000	0.0082479	-0.2734374	-1.0380672	0.0070494	-0.2522937	0.0005099	0.9013970	0.0524129	0.1412426	0.0068175	-0.0070004	0.0069980
0.0080000	0.0094321	-0.2750315	-1.0369200	0.0080797	-0.2508913	0.0005717	0.9012969	0.0534041	0.1417287	0.0078154	-0.0079569	0.0079978
0.0090000	0.0106279	-0.2766202	-1.0358173	0.0091033	-0.2494502	0.0006088	0.9011969	0.0544025	0.1422263	0.0088069	-0.0089132	0.0089892
0.0100000	0.0118290	-0.2781992	-1.0347572	0.0101185	-0.2479799	0.0006286	0.9010971	0.0554038	0.1427326	0.0097907	-0.0098660	0.0099740
0.0110000	0.0130065	-0.2797480	-1.0337315	0.0111175	-0.2465217	0.0006678	0.9009978	0.0563888	0.1432334	0.0107593	-0.0108026	0.0109612
0.0120000	0.0141947	-0.2812695	-1.0327379	0.0121311	-0.2450531	0.0006900	0.9008981	0.0573800	0.1437256	0.0117422	-0.0117450	0.0119415
0.0130000	0.0153722	-0.2827640	-1.0317782	0.0131499	-0.2435907	0.0007200	0.9007987	0.0583633	0.1442137	0.0127306	-0.0126744	0.0129204
0.0140000	0.0165429	-0.2842338	-1.0308523	0.0141551	-0.2421375	0.0007456	0.9006995	0.0593410	0.1447004	0.0137062	-0.0135857	0.0138941
0.0150000	0.0177146	-0.2856872	-1.0299605	0.0151500	-0.2406766	0.0007561	0.9006002	0.0603184	0.1451895	0.0146720	-0.0144874	0.0148594
0.0160000	0.0188869	-0.2871230	-1.0291017	0.0161351	-0.2392098	0.0007521	0.9005009	0.0612949	0.1456799	0.0156285	-0.0153799	0.0158158
0.0170000	0.0200574	-0.2885401	-1.0282748	0.0171102	-0.2377401	0.0007360	0.9004017	0.0622689	0.1461705	0.0165754	-0.0162625	0.0167635
0.0180000	0.0211462	-0.2899357	-1.0275045	0.0180488	-0.2362592	0.0008021	0.9003066	0.0631863	0.1466710	0.0174889	-0.0171198	0.0177233
0.0190000	0.0222393	-0.2912814	-1.0267391	0.0189842	-0.2348588	0.0008504	0.9002103	0.0641050	0.1471467	0.0183990	-0.0179419	0.0186714
0.0200000	0.0233666	-0.2926019	-1.0260029	0.0199246	-0.2334628	0.0008436	0.9001130	0.0650455	0.1476168	0.0193135	-0.0187569	0.0196002
0.0210000	0.0245429	-0.2939309	-1.0252972	0.0208653	-0.2320237	0.0007588	0.9000136	0.0660173	0.1481019	0.0202272	-0.0195777	0.0205032
0.0220000	0.0257356	-0.2952514	-1.0246217	0.0217946	-0.2305685	0.0006336	0.8999136	0.0669983	0.1485925	0.0211292	-0.0203939	0.0213878
0.0230000	0.0269329	-0.2965586	-1.0239720	0.0227103	-0.2291111	0.0004831	0.8998130	0.0679806	0.1490849	0.0220178	-0.0212008	0.0222575
0.0240000	0.0281234	-0.2978474	-1.0233499	0.0236113	-0.2276551	0.0003223	0.8997126	0.0689564	0.1495763	0.0228921	-0.0219976	0.0231159
0.0250000	0.0292718	-0.2991026	-1.0227508	0.0244961	-0.2262232	0.0001991	0.8996137	0.0699023	0.1500557	0.0237515	-0.0227803	0.0239756
0.0260000	0.0304057	-0.3003295	-1.0221768	0.0253678	-0.2248181	0.0000759	0.8995154	0.0708363	0.1505294	0.0245983	-0.0235397	0.0248254
