0	0.78099
0.001	0.77878
0.002	0.77725
0.003	0.77606
0.004	0.7751
0.005	0.77433
0.006	0.77369
0.007	0.77316
0.008	0.77272
0.009	0.77234
0.01	0.77203
0.011	0.77175
0.012	0.77151
0.013	0.7713
0.014	0.7711
0.015	0.77093
0.016	0.77077
0.017	0.77062
0.018	0.77048
0.019	0.77034
0.02	0.77021
0.021	0.77009
0.022	0.76997
0.023	0.76985
0.024	0.76973
0.025	0.76962
0.026	0.7695
0.027	0.76939
0.028	0.76928
0.029	0.76917
0.03	0.76906
0.031	0.76895
0.032	0.76884
0.033	0.76873
0.034	0.76862
0.035	0.76851
0.036	0.7684
0.037	0.76829
0.038	0.76818
0.039	0.76807
0.04	0.76796
0.041	0.76785
0.042	0.76774
0.043	0.76763
0.044	0.76752
0.045	0.76741
0.046	0.76731
0.047	0.7672
0.048	0.76709
0.049	0.76698
0.05	0.76687
0.051	0.76676
0.052	0.76665
0.053	0.76654
0.054	0.76642
0.055	0.76631
0.056	0.7662
0.057	0.76609
0.058	0.76598
0.059	0.76587
0.06	0.76576
0.061	0.76565
0.062	0.76554
0.063	0.76543
0.064	0.76532
0.065	0.76521
0.066	0.7651
0.067	0.76499
0.068	0.76487
0.069	0.76476
0.07	0.76465
0.071	0.76454
0.072	0.76443
0.073	0.76432
0.074	0.76421
0.075	0.76409
0.076	0.76398
0.077	0.76387
0.078	0.76376
0.079	0.76365
0.08	0.76353
0.081	0.76342
0.082	0.76331
0.083	0.7632
0.084	0.76308
0.085	0.76297
0.086	0.76286
0.087	0.76275
0.088	0.76263
0.089	0.76252
0.09	0.76241
0.091	0.7623
0.092	0.76218
0.093	0.76207
0.094	0.76196
0.095	0.76184
0.096	0.76173
0.097	0.76162
0.098	0.7615
0.099	0.76139
0.1	0.76127
0.101	0.76116
0.102	0.76105
0.103	0.76093
0.104	0.76082
0.105	0.7607
0.106	0.76059
0.107	0.76048
0.108	0.76036
0.109	0.76025
0.11	0.76013
0.111	0.76002
0.112	0.7599
0.113	0.75979
0.114	0.75968
0.115	0.75956
0.116	0.75945
0.117	0.75933
0.118	0.75922
0.119	0.7591
0.12	0.75899
0.121	0.75887
0.122	0.75875
0.123	0.75864
0.124	0.75852
0.125	0.75841
0.126	0.75829
0.127	0.75818
0.128	0.75806
0.129	0.75794
0.13	0.75783
0.131	0.75771
0.132	0.7576
0.133	0.75749
0.134	0.75738
0.135	0.75728
0.136	0.75721
0.137	0.75702
0.138	0.75679
0.139	0.75664
0.14	0.75652
0.141	0.75641
0.142	0.7563
0.143	0.75619
0.144	0.75608
0.145	0.75597
0.146	0.75586
0.147	0.75574
0.148	0.75563
0.149	0.75552
0.15	0.7554
0.151	0.75528
0.152	0.75517
0.153	0.75505
0.154	0.75493
0.155	0.75481
0.156	0.75469
0.157	0.75457
0.158	0.75445
0.159	0.75433
0.16	0.75421
0.161	0.75408
0.162	0.75396
0.163	0.75384
0.164	0.75371
0.165	0.75358
0.166	0.75345
0.167	0.75332
0.168	0.75319
0.169	0.75305
0.17	0.75292
